date,open,close
2019/12/31,8918.74,8972.6
2019/12/30,9004.45,8945.99
2019/12/27,9049.47,9006.62
2019/12/26,8970.21,9022.39
2019/12/24,8955.01,8952.88
2019/12/23,8950.2,8945.65
2019/12/20,8911.84,8924.96
2019/12/19,8838.97,8887.22
2019/12/18,8834.65,8827.73
2019/12/17,8829.47,8823.36
2019/12/16,8791.31,8814.23
2019/12/13,8713.91,8734.88
2019/12/12,8645.36,8717.32
2019/12/11,8631.12,8654.05
2019/12/10,8623.56,8616.18
2019/12/9,8650.86,8621.83
2019/12/6,8634.25,8656.53
2019/12/5,8587.93,8570.7
2019/12/4,8557.45,8566.67
2019/12/3,8460.72,8520.64
2019/12/2,8672.84,8567.99
2019/11/29,8682.01,8665.47
2019/11/27,8669.59,8705.18
2019/11/26,8635.4,8647.93
2019/11/25,8559.65,8632.49
2019/11/22,8530.54,8519.88
2019/11/21,8527.87,8506.21
2019/11/20,8543.57,8526.73
2019/11/19,8578.02,8570.66
2019/11/18,8529.16,8549.94
2019/11/15,8524.48,8540.83
2019/11/14,8461.06,8479.02
2019/11/13,8455.02,8482.1
2019/11/12,8471.07,8486.09
2019/11/11,8431.26,8464.28
2019/11/8,8422.67,8475.31
2019/11/7,8455.11,8434.52
2019/11/6,8426.57,8410.63
2019/11/5,8446.62,8434.68
2019/11/4,8445.5,8433.2
2019/11/1,8335.05,8386.4
2019/10/31,8314.38,8292.36
2019/10/30,8284.28,8303.98
2019/10/29,8313.35,8276.85
2019/10/28,8285.77,8325.99
2019/10/25,8150.59,8243.12
2019/10/24,8180.04,8185.8
2019/10/23,8090.24,8119.79
2019/10/22,8188.12,8104.3
2019/10/21,8137.42,8162.99
2019/10/18,8149.85,8089.54
2019/10/17,8176.91,8156.85
2019/10/16,8119.81,8124.18
2019/10/15,8074.85,8148.71
2019/10/14,8044.35,8048.65
2019/10/11,8085.2,8057.04
2019/10/10,7904.56,7950.78
2019/10/9,7895.96,7903.74
2019/10/8,7898.27,7823.78
2019/10/7,7956.41,7956.29
2019/10/4,7908.44,7982.47
2019/10/3,7787.02,7872.26
2019/10/2,7851.13,7785.25
2019/10/1,8026.83,7908.68
2019/9/30,7964.09,7999.34
2019/9/27,8047.11,7939.63
2019/9/26,8070.12,8030.66
2019/9/25,7990.66,8077.38
2019/9/24,8147.23,7993.63
2019/9/23,8106.49,8112.46
2019/9/20,8184.88,8117.67
2019/9/19,8193.59,8182.88
2019/9/18,8174.62,8177.39
2019/9/17,8148.65,8186.02
2019/9/16,8121.64,8153.54
2019/9/13,8190.57,8176.71
2019/9/12,8206.58,8194.47
2019/9/11,8091.68,8169.68
2019/9/10,8049.98,8084.16
2019/9/9,8130.91,8087.44
2019/9/6,8125.58,8103.07
2019/9/5,8061.29,8116.83
2019/9/4,7949.81,7976.88
2019/9/3,7906.44,7874.16
2019/8/30,8015.16,7962.88
2019/8/29,7945.78,7973.39
2019/8/28,7798.35,7856.88
2019/8/27,7908.78,7826.95
2019/8/26,7829.58,7853.74
2019/8/23,7943.65,7751.77
2019/8/22,8038.79,7991.39
2019/8/21,8017.07,8020.21
2019/8/20,7989.36,7948.56
2019/8/19,8006.18,8002.81
2019/8/16,7828.35,7895.99
2019/8/15,7790.2,7766.62
2019/8/14,7877.33,7773.94
2019/8/13,7852.37,8016.36
2019/8/12,7907.49,7863.41
2019/8/9,7997.19,7959.14
2019/8/8,7921.59,8039.16
2019/8/7,7747.27,7862.83
2019/8/6,7804.51,7833.27
2019/8/5,7823.33,7726.04
2019/8/2,8056.42,8004.07
2019/8/1,8190.56,8111.12
2019/7/31,8290.8,8175.42
2019/7/30,8231.77,8273.61
2019/7/29,8325.1,8293.33
2019/7/26,8294.3,8330.21
2019/7/25,8294.68,8238.54
2019/7/24,8227.36,8321.5
2019/7/23,8242.5,8251.4
2019/7/22,8171.99,8204.14
2019/7/19,8241.34,8146.49
2019/7/18,8151.76,8207.24
2019/7/17,8224,8185.21
2019/7/16,8251.66,8222.8
2019/7/15,8263.18,8258.19
2019/7/12,8209.2,8244.14
2019/7/11,8219.28,8196.04
2019/7/10,8183.19,8202.53
2019/7/9,8061.41,8141.73
2019/7/8,8112.91,8098.38
2019/7/5,8123.28,8161.79
2019/7/3,8129.57,8170.23
2019/7/2,8086.65,8109.09
2019/7/1,8145.85,8091.16
2019/6/28,7988.76,8006.24
2019/6/27,7939.36,7967.76
2019/6/26,7933.92,7909.97
2019/6/25,8005.27,7884.72
2019/6/24,8040.58,8005.7
2019/6/21,8028.69,8031.71
2019/6/20,8087.45,8051.34
2019/6/19,7970.26,7987.32
2019/6/18,7920.98,7953.88
2019/6/17,7819.43,7845.02
2019/6/14,7807.19,7796.66
2019/6/13,7822.56,7837.13
2019/6/12,7803.13,7792.72
2019/6/11,7901.04,7822.57
2019/6/10,7798.87,7823.17
2019/6/7,7652.97,7742.1
2019/6/6,7582.24,7615.55
2019/6/5,7585.68,7575.48
2019/6/4,7413.94,7527.12
2019/6/3,7441.21,7333.02
2019/5/31,7470.95,7453.15
2019/5/30,7565.46,7567.72
2019/5/29,7553.02,7547.31
2019/5/28,7655.66,7607.35
2019/5/24,7675.57,7637.01
2019/5/23,7660.72,7628.28
2019/5/22,7749.8,7750.84
2019/5/21,7765.57,7785.72
2019/5/20,7714.06,7702.38
2019/5/17,7829.03,7816.28
2019/5/16,7832.58,7898.05
2019/5/15,7682.8,7822.15
2019/5/14,7689.66,7734.49
2019/5/13,7720.07,7647.02
2019/5/10,7881.31,7916.94
2019/5/9,7853.21,7910.59
2019/5/8,7946.24,7943.32
2019/5/7,8043.52,7963.76
2019/5/6,7981.85,8123.29
2019/5/3,8092.88,8164
2019/5/2,8046.48,8036.77
2019/5/1,8132.93,8049.64
2019/4/30,8104.91,8095.39
2019/4/29,8147.65,8161.85
2019/4/26,8100.28,8146.4
2019/4/25,8150.85,8118.68
2019/4/24,8122.88,8102.01
2019/4/23,8026.75,8120.82
2019/4/22,7969.37,8015.27
2019/4/18,7998.45,7998.06
2019/4/17,8044.97,7996.08
2019/4/16,8000.57,8000.23
2019/4/15,7987.16,7976.01
2019/4/12,7984.15,7984.16
2019/4/11,7975.2,7947.36
2019/4/10,7922.73,7964.24
2019/4/9,7924.77,7909.28
2019/4/8,7924.89,7953.88
2019/4/5,7914.51,7938.69
2019/4/4,7894.26,7891.78
2019/4/3,7891.18,7895.55
2019/4/2,7824.61,7848.69
2019/4/1,7800.24,7828.91
2019/3/29,7726.71,7729.32
2019/3/28,7660.07,7669.17
2019/3/27,7702.05,7643.38
2019/3/26,7700,7691.52
2019/3/25,7618.98,7637.54
2019/3/22,7800.25,7642.67
2019/3/21,7705.43,7838.96
2019/3/20,7721.95,7728.97
2019/3/19,7747.4,7723.95
2019/3/18,7696.38,7714.48
2019/3/15,7658.41,7688.53
2019/3/14,7644.79,7630.91
2019/3/13,7621.38,7643.41
2019/3/12,7571.85,7591.03
2019/3/11,7442.56,7558.06
2019/3/8,7334.35,7408.14
2019/3/7,7483.79,7421.46
2019/3/6,7575.38,7505.92
2019/3/5,7582.29,7576.36
2019/3/4,7636.62,7577.57
2019/3/1,7587.45,7595.35
2019/2/28,7533.31,7532.53
2019/2/27,7526.42,7554.51
2019/2/26,7535.29,7549.3
2019/2/25,7585.3,7554.46
2019/2/22,7481.63,7527.54
2019/2/21,7475.41,7459.71
2019/2/20,7490.31,7489.07
2019/2/19,7450.75,7486.77
2019/2/15,7468.57,7472.41
2019/2/14,7390.25,7426.95
2019/2/13,7437.46,7420.38
2019/2/12,7358.85,7414.62
2019/2/11,7327.37,7307.9
2019/2/8,7232.3,7298.2
2019/2/7,7316.5,7288.35
2019/2/6,7400.44,7375.28
2019/2/5,7356.34,7402.08
2019/2/4,7266.28,7347.54
2019/2/1,7256.37,7263.87
2019/1/31,7208.17,7281.74
2019/1/30,7094.79,7183.08
2019/1/29,7087.49,7028.29
2019/1/28,7075.01,7085.68
2019/1/25,7128.18,7164.86
2019/1/24,7042.25,7073.46
2019/1/23,7061.65,7025.77
2019/1/22,7109.57,7020.36
2019/1/18,7134.09,7157.23
2019/1/17,7010.13,7084.46
2019/1/16,7033.75,7034.69
2019/1/15,6931.39,7023.83
2019/1/14,6908.03,6905.92
2019/1/11,6947.46,6971.48
2019/1/10,6908.65,6986.07
2019/1/9,6923.06,6957.08
2019/1/8,6893.44,6897
2019/1/7,6757.53,6823.47
2019/1/4,6567.14,6738.86
2019/1/3,6584.77,6463.5
2019/1/2,6506.91,6665.94
2018/12/31,6649.52,6635.28
2018/12/28,6616.79,6584.52
2018/12/27,6457.19,6579.49
2018/12/26,6257.86,6554.36
2018/12/24,6278.49,6192.92
2018/12/21,6573.49,6332.99
2018/12/20,6607.76,6528.41
2018/12/19,6777.59,6636.83
2018/12/18,6809.82,6783.91
2018/12/17,6886.46,6753.73
2018/12/14,6986.37,6910.66
2018/12/13,7135.28,7070.33
2018/12/12,7127,7098.31
2018/12/11,7121.66,7031.83
2018/12/10,6959.63,7020.52
2018/12/7,7163.49,6969.25
2018/12/6,7017.05,7188.26
2018/12/4,7407.95,7158.43
2018/12/3,7486.13,7441.51
2018/11/30,7279.3,7330.54
2018/11/29,7267.37,7273.08
2018/11/28,7135.08,7291.59
2018/11/27,7041.23,7082.7
2018/11/26,7026.5,7081.85
2018/11/23,6919.52,6938.98
2018/11/21,6985.51,6972.25
2018/11/20,6867.43,6908.82
2018/11/19,7217.24,7028.48
2018/11/16,7193.6,7247.87
2018/11/15,7112.83,7259.03
2018/11/14,7265.39,7136.39
2018/11/13,7230.69,7200.87
2018/11/12,7364.05,7200.87
2018/11/9,7468.51,7406.9
2018/11/8,7544.17,7530.88
2018/11/7,7446.09,7570.75
2018/11/6,7326.07,7375.96
2018/11/5,7344.08,7328.85
2018/11/2,7424.02,7356.99
2018/11/1,7327.82,7434.06
2018/10/31,7276.62,7305.9
2018/10/30,7017.87,7161.65
2018/10/29,7272.42,7050.29
2018/10/26,7125.18,7167.21
2018/10/25,7197.49,7318.34
2018/10/24,7423.21,7108.4
2018/10/23,7328.55,7437.54
2018/10/22,7486.74,7468.63
2018/10/19,7530.15,7449.03
2018/10/18,7616.47,7485.14
2018/10/17,7669.26,7642.7
2018/10/16,7501.78,7645.49
2018/10/15,7473.33,7430.74
2018/10/12,7507.84,7496.89
2018/10/11,7388.07,7329.06
2018/10/10,7694.08,7422.05
2018/10/9,7728.51,7738.02
2018/10/8,7747.1,7735.95
2018/10/5,7874.76,7788.45
2018/10/4,7993.33,7879.51
2018/10/3,8034.65,8025.09
2018/10/2,8024.47,7999.55
2018/10/1,8091.5,8037.3
2018/9/28,8024.5,8046.35
2018/9/27,8021.22,8041.97
2018/9/26,8011.68,7990.37
2018/9/25,8001.59,8007.47
2018/9/24,7939.38,7993.25
2018/9/21,8041.69,7986.96
2018/9/20,7993.53,8028.23
2018/9/19,7962.54,7950.04
2018/9/18,7903.57,7956.11
2018/9/17,7992.21,7895.79
2018/9/14,8026.16,8010.04
2018/9/13,7999.93,8013.71
2018/9/12,7958.87,7954.23
2018/9/11,7894.87,7972.47
2018/9/10,7939.57,7924.16
2018/9/7,7878.79,7902.54
2018/9/6,7998.27,7922.73
2018/9/5,8073.53,7995.17
2018/9/4,8087.95,8091.25
2018/8/31,8079.31,8109.54
2018/8/30,8094.2,8088.36
2018/8/29,8044.34,8109.69
2018/8/28,8039.01,8030.04
2018/8/27,7989.64,8017.9
2018/8/24,7907.81,7945.98
2018/8/23,7886.47,7878.46
2018/8/22,7844.04,7889.1
2018/8/21,7840.09,7859.17
2018/8/20,7834.37,7821.01
2018/8/17,7786.64,7816.33
2018/8/16,7826.95,7806.52
2018/8/15,7810.02,7774.12
2018/8/14,7847.88,7870.89
2018/8/13,7848,7819.71
2018/8/10,7834.71,7839.11
2018/8/9,7886.51,7891.78
2018/8/8,7880,7888.33
2018/8/7,7878.62,7883.66
2018/8/6,7809.54,7859.68
2018/8/3,7819.23,7812.01
2018/8/2,7659.52,7802.69
2018/8/1,7701.82,7707.29
2018/7/31,7654.59,7671.79
2018/7/30,7735.27,7630
2018/7/27,7889.75,7737.42
2018/7/26,7848.04,7852.18
2018/7/25,7839.09,7932.24
2018/7/24,7914.35,7840.77
2018/7/23,7806.93,7841.87
2018/7/20,7843.08,7820.2
2018/7/19,7829.8,7825.3
2018/7/18,7859.43,7854.44
2018/7/17,7751.97,7855.12
2018/7/16,7831.74,7805.72
2018/7/13,7827.62,7825.98
2018/7/12,7752.71,7823.92
2018/7/11,7698.51,7716.61
2018/7/10,7770.63,7759.2
2018/7/9,7731.74,7756.2
2018/7/6,7595.93,7688.39
2018/7/5,7550.66,7586.43
2018/7/3,7593.63,7502.67
2018/7/2,7451.9,7567.69
2018/6/29,7544.13,7510.3
2018/6/28,7438.11,7503.68
2018/6/27,7586.33,7445.08
2018/6/26,7553.74,7561.63
2018/6/25,7631.12,7532.01
2018/6/22,7739.69,7692.82
2018/6/21,7800.3,7712.95
2018/6/20,7764.15,7781.51
2018/6/19,7658.47,7725.59
2018/6/18,7692.96,7747.03
2018/6/15,7725.03,7746.38
2018/6/14,7723.53,7761.04
2018/6/13,7713.9,7695.7
2018/6/12,7673.87,7703.79
2018/6/11,7647.24,7659.93
2018/6/8,7607.74,7645.51
2018/6/7,7697.41,7635.07
2018/6/6,7652.8,7689.24
2018/6/5,7621.36,7637.86
2018/6/4,7570.08,7606.46
2018/6/1,7487.66,7554.33
2018/5/31,7455.58,7442.12
2018/5/30,7428.41,7462.45
2018/5/29,7398.51,7396.59
2018/5/25,7422.2,7433.85
2018/5/24,7421.99,7424.43
2018/5/23,7335.03,7425.96
2018/5/22,7420.85,7378.46
2018/5/21,7406.33,7394.04
2018/5/18,7364.34,7354.34
2018/5/17,7379.58,7382.47
2018/5/16,7356.22,7398.3
2018/5/15,7361.3,7351.63
2018/5/14,7429.45,7411.32
2018/5/11,7393.96,7402.88
2018/5/10,7355.9,7404.97
2018/5/9,7281.53,7339.91
2018/5/8,7255.34,7266.9
2018/5/7,7241.82,7265.21
2018/5/4,7065.67,7209.62
2018/5/3,7065.03,7088.15
2018/5/2,7138.45,7100.9
2018/5/1,7053.65,7130.7
2018/4/30,7133.95,7066.27
2018/4/27,7195.52,7119.8
2018/4/26,7080.49,7118.68
2018/4/25,7009.99,7003.74
2018/4/24,7160.77,7007.35
2018/4/23,7173.99,7128.6
2018/4/20,7220.64,7146.13
2018/4/19,7258.61,7238.06
2018/4/18,7292.38,7295.24
2018/4/17,7215.12,7281.1
2018/4/16,7153.87,7156.28
2018/4/13,7179.62,7106.65
2018/4/12,7112.02,7140.25
2018/4/11,7055,7069.03
2018/4/10,7060.99,7094.3
2018/4/9,6971.45,6950.34
2018/4/6,6999.57,6915.11
2018/4/5,7099.25,7076.55
2018/4/4,6811.77,7042.11
2018/4/3,6924.35,6941.28
2018/4/2,7016.17,6870.12
2018/3/29,6984.65,7063.44
2018/3/28,6978.3,6949.23
2018/3/27,7255.47,7008.81
2018/3/26,7125.2,7220.54
2018/3/23,7170.68,6992.67
2018/3/22,7257.55,7166.68
2018/3/21,7347.5,7345.29
2018/3/20,7353.25,7364.3
2018/3/19,7419.2,7344.24
2018/3/16,7504.37,7481.99
2018/3/15,7509.24,7481.74
2018/3/14,7539.78,7496.81
2018/3/13,7627.52,7511.01
2018/3/12,7581.04,7588.32
2018/3/9,7475.98,7560.81
2018/3/8,7422.77,7427.95
2018/3/7,7311.74,7396.65
2018/3/6,7366.61,7372.01
2018/3/5,7222.89,7330.7
2018/3/2,7099.54,7257.87
2018/3/1,7274.75,7180.56
2018/2/28,7371.41,7273.01
2018/2/27,7416.17,7330.35
2018/2/26,7373.3,7421.46
2018/2/23,7261.35,7337.39
2018/2/22,7252.46,7210.09
2018/2/21,7258.48,7218.23
2018/2/20,7209.03,7234.31
2018/2/16,7236.51,7239.47
2018/2/15,7200.75,7256.43
2018/2/14,6979.24,7143.62
2018/2/13,6942.16,7013.51
2018/2/12,6936.68,6981.96
2018/2/9,6863.34,6874.49
2018/2/8,7067.3,6777.16
2018/2/7,7086.2,7051.98
2018/2/6,6837.56,7115.88
2018/2/5,7165.96,6967.53
2018/2/2,7347.59,7240.95
2018/2/1,7377.17,7385.86
2018/1/31,7443.25,7411.48
2018/1/30,7388.89,7402.48
2018/1/29,7484.47,7466.51
2018/1/26,7448.33,7505.77
2018/1/25,7457.94,7411.16
2018/1/24,7474.16,7415.06
2018/1/23,7424.95,7460.29
2018/1/22,7338.04,7408.03
2018/1/19,7312,7336.38
2018/1/18,7293.65,7296.05
2018/1/17,7257.77,7298.28
2018/1/16,7307.19,7223.69
2018/1/12,7208.17,7261.06
2018/1/11,7168.73,7211.78
2018/1/10,7129.83,7153.57
2018/1/9,7174.19,7163.58
2018/1/8,7135.38,7157.39
2018/1/5,7105.74,7136.56
2018/1/4,7089.5,7077.91
2018/1/3,7017.07,7065.53
2018/1/2,6937.65,7006.9
2017/12/29,6952.61,6903.39
2017/12/28,6953.38,6950.16
2017/12/27,6941.45,6939.34
2017/12/26,6928.92,6936.25
2017/12/22,6958.02,6959.96
2017/12/21,6972.88,6965.36
2017/12/20,6991.25,6960.96
2017/12/19,6991.25,6963.85
2017/12/18,6980.4,6994.76
2017/12/15,6871.55,6936.58
2017/12/14,6887.38,6856.53
2017/12/13,6880.41,6875.8
2017/12/12,6872.71,6862.32
2017/12/11,6847.64,6875.08
2017/12/8,6859.95,6840.08
2017/12/7,6785.74,6812.84
2017/12/6,6742.07,6776.38
2017/12/5,6759.14,6762.21
2017/12/4,6897.13,6775.37
2017/12/1,6844.04,6847.59
2017/11/30,6852.8,6873.97
2017/11/29,6907.28,6824.39
2017/11/28,6893.72,6912.36
2017/11/27,6889.91,6878.52
2017/11/24,6878.11,6889.16
2017/11/22,6869.53,6867.36
2017/11/21,6820.55,6862.48
2017/11/20,6789.28,6790.71
2017/11/17,6794.45,6782.79
2017/11/16,6742.33,6793.29
2017/11/15,6700.68,6706.21
2017/11/14,6733.87,6737.87
2017/11/13,6727.39,6757.6
2017/11/10,6736.39,6750.94
2017/11/9,6737.45,6750.05
2017/11/8,6764.85,6789.12
2017/11/7,6785.44,6767.78
2017/11/6,6763.3,6786.44
2017/11/3,6737.09,6764.44
2017/11/2,6709.39,6714.94
2017/11/1,6758.64,6716.53
2017/10/31,6713.71,6727.67
2017/10/30,6693.77,6698.96
2017/10/27,6635.03,6701.26
2017/10/26,6567.59,6556.77
2017/10/25,6587.22,6563.89
2017/10/24,6598.6,6598.43
2017/10/23,6641.57,6586.83
2017/10/20,6633.37,6629.05
2017/10/19,6583.7,6605.07
2017/10/18,6634.26,6624.22
2017/10/17,6621.42,6623.66
2017/10/16,6622.55,6624
2017/10/13,6613.21,6605.8
2017/10/12,6594.76,6591.51
2017/10/11,6586.73,6603.55
2017/10/10,6602.49,6587.25
2017/10/9,6597.37,6579.73
2017/10/6,6566.95,6590.18
2017/10/5,6552.87,6585.36
2017/10/4,6521.96,6534.63
2017/10/3,6523.74,6531.71
2017/10/2,6506.08,6516.72
2017/9/29,6461.28,6495.96
2017/9/28,6437.96,6453.45
2017/9/27,6414.37,6453.26
2017/9/26,6391.85,6380.16
2017/9/25,6403.11,6370.59
2017/9/22,6401.44,6426.92
2017/9/21,6448.57,6422.69
2017/9/20,6459.74,6456.04
2017/9/19,6465.57,6461.32
2017/9/18,6460.1,6454.64
2017/9/15,6426.16,6448.47
2017/9/14,6439.46,6429.08
2017/9/13,6440.72,6460.19
2017/9/12,6448.81,6454.28
2017/9/11,6411.18,6432.26
2017/9/8,6389.65,6360.19
2017/9/7,6402.94,6397.87
2017/9/6,6394.35,6393.31
2017/9/5,6414.82,6375.57
2017/9/1,6442.17,6435.33
2017/8/31,6385.8,6428.66
2017/8/30,6308.68,6368.31
2017/8/29,6228.9,6301.89
2017/8/28,6286.01,6283.02
2017/8/25,6293.81,6265.64
2017/8/24,6294.82,6271.33
2017/8/23,6263.47,6278.41
2017/8/22,6241.21,6297.48
2017/8/21,6216.32,6213.13
2017/8/18,6222.46,6216.53
2017/8/17,6322.72,6221.91
2017/8/16,6348.11,6345.11
2017/8/15,6350.51,6333.01
2017/8/14,6306.11,6340.23
2017/8/11,6222.18,6256.56
2017/8/10,6312.65,6216.87
2017/8/9,6322.92,6352.33
2017/8/8,6373.33,6370.46
2017/8/7,6361.06,6383.77
2017/8/4,6350.79,6351.56
2017/8/3,6366.24,6340.34
2017/8/2,6393.1,6362.65
2017/8/1,6372.16,6362.94
2017/7/31,6394.69,6348.12
2017/7/28,6350.27,6374.68
2017/7/27,6459.76,6382.19
2017/7/26,6425.93,6422.75
2017/7/25,6407.59,6412.17
2017/7/24,6387.82,6410.81
2017/7/21,6383.05,6387.75
2017/7/20,6396.46,6390
2017/7/19,6363.24,6385.04
2017/7/18,6304.82,6344.31
2017/7/17,6320.35,6314.43
2017/7/14,6289.08,6312.47
2017/7/13,6269.1,6274.44
2017/7/12,6238.9,6261.17
2017/7/11,6171.25,6193.3
2017/7/10,6156.03,6176.39
2017/7/7,6111.21,6153.08
2017/7/6,6109.6,6089.46
2017/7/5,6122.06,6150.86
2017/7/3,6173.29,6110.06
2017/6/30,6166.84,6140.42
2017/6/29,6215.49,6144.35
2017/6/28,6173.1,6234.41
2017/6/27,6227.9,6146.62
2017/6/26,6292.73,6247.15
2017/6/23,6234.35,6265.25
2017/6/22,6239.15,6236.69
2017/6/21,6202.75,6233.95
2017/6/20,6229.62,6188.03
2017/6/19,6196.85,6239.01
2017/6/16,6154.28,6151.76
2017/6/15,6127.05,6165.5
2017/6/14,6237.46,6194.89
2017/6/13,6206.12,6220.37
2017/6/12,6153.56,6175.46
2017/6/9,6330.25,6207.92
2017/6/8,6311.73,6321.76
2017/6/7,6290.44,6297.38
2017/6/6,6281.88,6275.06
2017/6/5,6305.47,6295.68
2017/6/2,6261.59,6305.8
2017/6/1,6215.91,6246.83
2017/5/31,6221.63,6198.52
2017/5/30,6204.18,6203.19
2017/5/26,6207.04,6210.19
2017/5/25,6183.02,6205.26
2017/5/24,6154.18,6163.02
2017/5/23,6149.55,6138.71
2017/5/22,6098.25,6133.62
2017/5/19,6070.23,6083.7
2017/5/18,5998.46,6055.13
2017/5/17,6108.62,6011.24
2017/5/16,6160.52,6169.87
2017/5/15,6128.11,6149.67
2017/5/12,6119.27,6121.23
2017/5/11,6110.05,6115.96
2017/5/10,6121.64,6129.14
2017/5/9,6111.82,6120.59
2017/5/8,6100.66,6102.66
2017/5/5,6091.69,6100.76
2017/5/4,6075.06,6075.34
2017/5/3,6075.04,6072.55
2017/5/2,6102.51,6095.37
2017/5/1,6067.56,6091.6
2017/4/28,6072.87,6047.61
2017/4/27,6038.47,6048.94
2017/4/26,6028.12,6025.23
2017/4/25,6004.16,6025.49
2017/4/24,5979.96,5983.82
2017/4/21,5919.02,5910.52
2017/4/20,5887.87,5916.78
2017/4/19,5874.43,5863.03
2017/4/18,5838.59,5849.47
2017/4/17,5821.55,5856.79
2017/4/13,5828.37,5805.15
2017/4/12,5863.59,5836.16
2017/4/11,5871.16,5866.77
2017/4/10,5883.43,5880.93
2017/4/7,5873.94,5877.81
2017/4/6,5870.52,5878.95
2017/4/5,5911.92,5864.48
2017/4/4,5878.76,5898.61
2017/4/3,5917.32,5894.68
2017/3/31,5905.63,5911.74
2017/3/30,5896.15,5914.34
2017/3/29,5875.35,5897.55
2017/3/28,5836.5,5875.14
2017/3/27,5776.33,5840.37
2017/3/24,5839.33,5828.74
2017/3/23,5812.31,5817.69
2017/3/22,5790.59,5821.64
2017/3/21,5923.42,5793.83
2017/3/20,5898.81,5901.53
2017/3/17,5898.58,5901
2017/3/16,5907.86,5900.76
2017/3/15,5869.97,5900.05
2017/3/14,5860.07,5856.82
2017/3/13,5863.48,5875.78
2017/3/10,5867.16,5861.73
2017/3/9,5834.67,5838.81
2017/3/8,5838.44,5837.55
2017/3/7,5836.12,5833.93
2017/3/6,5846.42,5849.17
2017/3/3,5854.27,5870.75
2017/3/2,5897.01,5861.22
2017/3/1,5874.86,5904.03
2017/2/28,5852.79,5825.44
2017/2/27,5835.04,5861.9
2017/2/24,5802.33,5845.31
2017/2/23,5866.82,5835.51
